Document,Cluster
path cantaloupesrvcscmueducrabapplesrvcscmuedufsececmuedueuropaenggtefsdcomhowlandrestonansnetzaphodmpsohiostateedusaimiriprimatewisceduzazenuweceduschroedj schroedjcnsvaxuwecedu newsgroups miscforsale subject wanted k n sip messageid aprcnsvaxuwecedu date apr organization university wisconsin eau claire line wanted k n sip please tell much want includding shipping,6
newsgroups miscforsale path cantaloupesrvcscmueducrabapplesrvcscmuedufsececmuedueuropaenggtefsdcomhowlandrestonansnetusccsutexasedunewsutaeduutarlgutaedubzam bzamutarlgutaedu subject intel chmos design kit messageid aprutarlgutaedu newssoftware vaxvms vnews sender newsnewsutaedu usenet news system nntppostinghost utarlgutaedu organization university texas arlington date thu apr gmt line kit includes following caca chmos clock generator driver c processor cc kkx chmos uv erasable prom cl low power k x chmos dynamic ram ca chmos programmable interrupt controller c chmos bus controller fro cc processor cc bit chmos microprocessor ca chmos programmable peripheral interface c chmos programmable interval timer c chmos dynamic ram controller chip complete manual box dont know whether still work dont really know mainly know use probably ee stuff since used belong ee student anyone interested please make offer jonina,3
newsgroups miscforsale path cantaloupesrvcscmueducrabapplesrvcscmuedufsececmuedueuropaenggtefsdcomhowlandrestonansnetusenetinscwrueduukmanews uknxmikukyedu jerry marvin haw subject looking diffraction grating glass quantity messageid cvjudwmsukyedu sender newsmsukyedu usenet news system nntppostinghost nxmikukyedu organization university kentucky dept math science date thu apr gmt line yeah sum looking place sell diffraction grating goggles quantity thanks,6
newsgroups miscforsale path cantaloupesrvcscmueducrabapplesrvcscmuedufsececmuedueuropaenggtefsdcomhowlandrestonansnetusenetinscwrueduukmanews uknxmikukyedu jerry marvin haw subject hp plotter sale messageid cvjvvbymsukyedu sender newsmsukyedu usenet news system nntppostinghost nxmikukyedu organization university kentucky dept math science date thu apr gmt line new plotter em straight box doc lost make offer cod shipping jj ukmikukyedu,6
xref cantaloupesrvcscmuedu miscforsale paforsale newsgroups miscforsalemiscforsalecomputerspaforsalenjforsale path cantaloupesrvcscmuedumagnesiumclubcccmuedunewsseicmueducisohiostateeduzaphodmpsohiostateeduhowlandrestonansnetnewsserverjvncnetglassboroedusaturnrowanedudavi davisaturnrowanedu subject mb western digital hard drive sale messageid aprsaturnrowanedu line sender newsgboroglassboroedu usenet news system nntppostinghost saturnrowanedu organization rowan college nj glassboro nj date sun apr gmt wester digital caviar internal hard drive mb half height ide year old great shape closest offer mike davisaturnrowanedu,1
newsgroups miscforsale path cantaloupesrvcscmueducrabapplesrvcscmuedubbandrewcmuedunewsseicmueducisohiostateeduzaphodmpsohiostateedudarwinsuranetrougemih mihucsusledu hebert marc subject wanted portable color tv messageid aprusledu sender anonusledu anonymous nntp posting organization univ southwestern la lafayette date thu apr gmt line seems im fortunate position desire many people want sell miniature color tv require color input cable vcr would prefer inch diagonal tube television lcd get paid first make offer email marc,6
path cantaloupesrvcscmuedumagnesiumclubcccmuedunewsseicmueducisohiostateeduzaphodmpsohiostateeducsutexasedutamsuntamueduzeustamuedutae taezeustamuedu andrew newsgroups miscforsale subject sale complete system date apr cdt organization texas university academic computing service line distribution world messageid aprzeustamuedu nntppostinghost zeustamuedu newssoftware vaxvms vnews following system sale dx mhz dtk motherboard intel microprocessor k external cache meg ram meg harddrive ide controller meg floppy drive meg floppy drive serial port parallel port samsung vga monitor svga graphic card tseng lab w meg awesome card key keyboard baud internal modem software msdos procomm plus ver norton utility ver various utility im upgrading need sell system reliable ready go ive never problem im asking obo youre interested please respond either email phone taezeustamuedu thanks andrew,3
path cantaloupesrvcscmuedumagnesiumclubcccmuedunewsseicmuedubbandrewcmueduandrewcmuedujaf jinmo ahn jafandrewcmuedu newsgroups miscforsale subject sony camcorder date sun apr organization senior mathcomputer science carnegie mellon pittsburgh pa line messageid ufqjnoawmaceljandrewcmuedu nntppostinghost poandrewcmuedu sony ccdv mm camcorder originally bought original box accesories jafandrewcmuedu,9
rubashevhpcccorphpcom vladimir rubashevsky date wed apr gmt subject sun sparkstation laptop bo messageid hpcccorphpcom organization hp corporate note server path cantaloupesrvcscmueducrabapplesrvcscmuedufsececmuedueuropaenggtefsdcomhowlandrestonansnetuscsddhpcomhpscitschpcomhplextrahpcchpccrubashev newsgroups miscforsale line sun sparkstation laptop workstation best offer ram expandable hard drive floppy drive o open window lcd display scsi mouse ac adaptor manual carring case posted friend please contact directly please call leonid,1
newsgroups miscforsale path cantaloupesrvcscmueducrabapplesrvcscmuedufsececmuedueuropaenggtefsdcomgatechpurduementorccpurdueedunooseecnpurdueeduenecnpurdueedudavisonj davisonjenecnpurdueedu john davison subject cd sale messageid aprenecnpurdueedu organization purdue university engineering computer network reference cupkmgucengucedu aprlelandstanfordedu distribution usa date thu apr gmt line article aprlelandstanfordedu rynerlelandstanfordedu ryan tamm writes paid cd youre fool got ripped please tell get cd wergo music label less foolishly john davison davisonjecnpurdueedu,8
path cantaloupesrvcscmuedudasnewsharvardeduhuscnewsharvardedukuhubccukanseduidsnetanomalysbscomuunetpipexuknetdocicacuk agateamespurduementorccpurdueedusageccpurdueedukari newsgroups miscforsale subject meg seagate ide hard drive messageid cxncnwmentorccpurdueedu karisageccpurdueedu kari date fri apr gmt sender newsmentorccpurdueedu usenet news distribution miscforsale miscforsalecomputers purdueforsale organization purdue university computing center keywords drive ide meg seagatei meg seagate ide drive sell come across line,1
path cantaloupesrvcscmuedurochesterudelgatechswrindezaphodmpsohiostateedusaimiriprimatewisceduzazenuweceduschroedj schroedjcnsvaxuwecedu newsgroups miscforsale subject forsale harddrive messageid aprcnsvaxuwecedu date apr organization university wisconsin eau claire line packer bell mhz bit expansion slot external drive bay floppy internal drive bay harddrive mb floppy drive mb ram best offer including shipping segate mb stn scsi harddrive great shape controller mb format best offer including shipping,1
xref cantaloupesrvcscmuedu miscforsale recmusicmarketplace newsgroups miscforsalerecmusicmarketplace path cantaloupesrvcscmuedurochesterudelgatechncaruchinewsraistlinucmsceduapctrcapctrczmed zmedtrcamococom michael subject sale track recorder messageid aprtrcamococom originator zmedzircon sender zmedtrcamococom michael e dupree organization amoco production company tulsa research date fri apr gmt line fostex x track recorder sale excellent condition includes dolby noise reduction submixing input us normal cassette interested make offer please respond zmedtrcamococom thanks mike,9
xref cantaloupesrvcscmuedu miscforsale recmusicmarketplace newsgroups miscforsalerecmusicmarketplace path cantaloupesrvcscmuedumagnesiumclubcccmuedunewsseicmueducisohiostateeduzaphodmpsohiostateeduswrindecsutexaseduasuvaxncaruchinewsraistlinucmsceduapctrcapctrczmed zmedtrcamococom michael subject sale drum machine messageid aprtrcamococom originator zmedzircon sender zmedtrcamococom michael e dupree organization amoco production company tulsa research date fri apr gmt line alesis hr drum machine sale includes velocitysensitive pad digital sound pattern memory song memory interested make offer please respond zmedtrcamococom thanks mike,3
xref cantaloupesrvcscmuedu miscforsale compsysapple newsgroups miscforsalecompsysapplekwforsaleuwforsaleontforsale path cantaloupesrvcscmuedurochesternewsbbncomusccsutexaseduutnuttornwatservuwaterloocawatservbmaraldo bmaraldowatservuwaterlooca commander brett maraldo subject apple ii clone sale plus extra messageid chgppwatservuwaterlooca sender newswatservuwaterlooca organization university waterloo distribution na date sun apr gmt line please take system hand longer use taking valuable room system consists microcom pdos apple ii clone k board pdos installed come load board including disk drive board z board k board column board couple printer board including grappler ii height drive cooling fan attachement keyboard extended variety builting keywords keypad brett maraldo plexus production unit research alien technology today bmaraldowatservuwaterlooca uunetclydeutaiwatservbmaraldo,3
path cantaloupesrvcscmueducrabapplesrvcscmuedufsececmuedueuropaenggtefsdcomhowlandrestonansnetnewsserverjvncnetnetnewsupenneducronkiteocistempleeduastroocistempleedugeorged georgedastroocistempleedu george dimitoglou newsgroups miscforsale subject triumph spitfireconvertible messageid aprcronkiteocistempleedu date apr gmt sender newscronkiteocistempleedu network news readnews organization temple university line nntppostinghost astroocistempleedu xnewsreader tin version pl f r l e triumph spitfire convertible k original mile burgandy color wooden dashboard rust garage kept heater chrome bumpersnot black plastic crap brand new top asking negotiable mechanically car good shape running veryvery strongif know mean plenty catalog manual coming car interested car please reply message interested willing sell part car good condition strip george georgedastroocistempleedu,0
newsgroups miscforsale path cantaloupesrvcscmueducrabapplesrvcscmuedufsececmuedueuropaenggtefsdcomhowlandrestonansnetnewsserverjvncnetprincetonattattdevildogacpygregp gregpacpyattcom greg peterson cxnixpt subject mitsubishi eclipse gsx sale messageid aprdevildogattcom sender newsadmdevildogattcom news thats fit print organization att ims piscataway nj usa distribution nj date wed apr gmt line sale mitsubishi eclipse gsx wheel drive hp valve turbo speed transmission limited slip differential amfm stereo wcd player cassette speaker fog light air conditioning cruise control electric window front rear intermittent wiper washer alloy wheel undercoated rustproofed mile maui blue excellent condition asking negotiable call pete work home respond pvannuisattmailcom,9
newsgroups princetonforsalenjforsalemiscforsale path cantaloupesrvcscmueducrabapplesrvcscmuedufsececmuedueuropaenggtefsdcomhowlandrestonansnetnewsserverjvncnetprincetonattcbnewsmsgc sgccbnewsmcbattcom scottgcrawford subject riding lawn mower sale organization att distribution nj date wed apr gmt messageid cuhagncbnewsmcbattcom followupto poster keywords ariens riding lawn mower sale line ariens riding lawn mower mower perfect condition contains following feature electric start inch cut double rear bagger new battery new engine one year old inflatable tire give nice ride cushioned seat give nice ride tuned blade sharpened past month moving house small area grass cut require large mower engine replaced rebuilt last year due faulty work done lawn mower repair shop price phone day night weekend,0
xref cantaloupesrvcscmuedu miscforsale recaudio recaudiopro recmusicmakers recmusicmakerssynth newsgroups miscforsalekwforsaleuwforsalerecaudiorecaudioprorecmusicmakersrecmusicmakerssynth path cantaloupesrvcscmuedurochesternewsbbncomusccsutexaseduutnuttornwatservuwaterloocawatservbmaraldo bmaraldowatservuwaterlooca commander brett maraldo subject headphone akg sale messageid cbdghgwatservuwaterlooca sender newswatservuwaterlooca organization university waterloo distribution na date sun apr gmt line pair akg nearly new condition sale used studio mixdown monitoring original box use electret element dynamic element ear cup builtin crossover smooth frequency response electrostatic element give clearer high asking pair brett maraldo plexus prodcutions unit research alien technology today bmaraldowatservuwaterlooca uunetclydeutaiwatservbmaraldo,0
newsgroups miscforsale path cantaloupesrvcscmuedurochesterudelbogussuranetnewsfeedpeachnetedugatechhowlandrestonansnetuxcsouiucedunewsrelayiastateedunewsiastateedupagorm pagormiastateedu paul gormley subject record single sale messageid cydnewsiastateedu sender newsnewsiastateedu usenet news system organization iowa state university ames ia date sun apr gmt line im selling bunch older record sitting around collecting dust never use used record maybe twice didnt record song wanted correctly first time record perfect condition please email record would want think fair price probably give deal record buy kinda capatalist isnt well give yell pagormiastateedu comment see ya paul recieved question guess elaborate old maxisingles wax correct beat mixer still use form record probably kind person interested colllect part question call thanks see ya artist song soul ii soul get life back life back life mob put hand together rhythm within cmon get lovin janet jackson rhythm nation black cat milli vanilli blame rain girl im gonna miss maxi priest close know love quincy jones ill good inxs suicide blonde body want u tonight babyface kinda girl mc hammer turn mutha ring em madonna keep together vogue lisa stansfield right time around world affection stevie b love emotion depeche mode personal jesus dangerous policy truth kaleid enjoy silence mephisto englandneworder world motion snap ooops believe hype power kyper tic tac toe rebel mc street tuff rob base turn mr lee get busy monie love grandpa party ill drive crazy time jerk black box everybody everybody bbd johnny gill rub right way b roam bushfire redhead kingpin right thing digital underground humpty dance technotronic beat technotronic pump jam tough jane child dont wanna fall love world lullabye young mc come bust move got rhyme room wiggle glenn medeiros aint worth,5
path cantaloupesrvcscmuedurochesterudeldarwinsuranetbogussuranetjhunixhcfjhuedujhuvmhcfjhuedurfp rfpjhuvmhcfjhuedu rebecca priver newsgroups miscforsale subject wanted summer sublet dc date sun apr est organization john hopkins university homewood academic computing line messageid bbberfpjhuvmhcfjhuedu nntppostinghost jhuvmhcfjhuedu wanted summer sublet nw dc red metro line bedroom share common area others apartment room less move memorial day weekend end august smoker email prinaoa yalevm rfpjhuvm,6
xref cantaloupesrvcscmuedu miscforsalecomputersother miscforsalecomputerspcclone miscforsale compsysibmpshardware compunixaix newsgroups miscforsalecomputermiscforsalecomputersothermiscforsalecomputerspcclonemiscforsalecomputersmiscforsalecompsysibmpshardwarecompunixaix path cantaloupesrvcscmuedurochesterudelgatechtacossa ssaunityncsuedu alavi subject complete aixps software manual best offerrepost messageid aprncsuedu originator ssasparcccncsuedu sender newsncsuedu usenet news system organization nc state university distribution usa date sun apr gmt line friend mine complete set aixps software manual sale new meg floppy including base o development tool including c compiler administration extension x window motif tcpip pc simulator do merge etc etc software requires p processor higher ample disk space memory coexist do o machine selectively booted startup interested email offer pas along keep mind manual software fill xx box shipping consideration please include message reference alavi ssaunityncsuedu h )515-8063 (w),8
xref cantaloupesrvcscmuedu compsysatt miscforsalecomputersother miscforsalecomputerspcclone miscforsale compunixmisc compunixpcclonebit compunixsysmisc newsgroups compsysattmiscforsalecomputermiscforsalecomputersothermiscforsalecomputerspcclonemiscforsalecomputersmiscforsalecompunixmisccompunixpcclonebitcompunixsysmisccompunixsysvnjforsale path cantaloupesrvcscmuedumagnesiumclubcccmuedunewsseicmueducisohiostateeduzaphodmpsohiostateeduhowlandrestonansnetgatechtacossa ssaunityncsuedu alavi subject att unix sysv software sale best offer repost messageid aprncsuedu sender newsncsuedu usenet news system organization nc state university distribution usa date sun apr gmt line chance full unix system small cost full set unix system att sale version latest far know includes software meg floppy manual base o development tool c compiler etc do merge simultask etc beleive software requires work machine also att 00 + manual including system programmer guide anyone interested. drop line offer interested. (please include message reference) ====== s. alavi [ssa@unity.ncsu.edu] (919)467-7909 (h) ======== (919)515-8063 (w),8
path cantaloupesrvcscmuedurochesterudelwupostemorysolctrcolumbiaedueffnewskeicomubacsubuffaloedupsr psracsubuffaloedu strider newsgroups miscforsale subject wanted rollerblade messageid cbkujacsubuffaloedu date apr gmt sender nntpacsubuffaloedu organization ub line nntppostinghost autarchacsubuffaloedu im looking pair inline skate aka roller blade new used less including shipping size strider suny buffalo psracsubuffaloedu lord mayor hill people vmhskubvmsbitnet son able said though scare watch said beloved strider suny buffalo psracsubuffaloedu lord mayor hill people vmhskubvmsbitnet son able said though scare watch said beloved,6
path cantaloupesrvcscmueducrabapplesrvcscmuedufsececmuedueuropaenggtefsdcomhowlandrestonansnetusenetinscwrueduhirhirameduhiramchiramedukoutd newsgroups miscforsale subject item sale must sell messageid aprhiramchiramedu koutdhiramchiramedu douglas kou date apr organization hiram college nntppostinghost hiramchiramedu line item sale package bought throught award giveaway company attempted cancel order received package late company refused take package back refund know truth would never get back wish get money back close possible describtion package nishika camera take good picture never opended used came wide angle flesh carring case film instruction video four lens created effect regular mm film jewelry came package additional gift bahama vacation voucher voucher good two rt airfare freeport user get special hotel rate perperson pernight meal ground transfer hotel tax included la vega reno orlando voucher provides one rt airfare hotel accomodation day night meal ground transfer hotel tax included voucher good location cant travel place cancun mexico voucher provides one rt airfare hotel accomodation day night meal ground transfer hotel tax included usual paid whole package try coldblooded make offer detail would provided request wish sell whole package looking vacation voucher dont care sell camera higher pric interested camera could treat vacation voucher gift receive letter mail box say selected part sweeptake least one five award trust would get exactly package one award given away dont bother even call back really interested could get cheaper price could receive package within week waited three month get first final package also would ask credit card number pay interest credit card company spend could get cheaper price interested please reply soon posible really wish get make offer confortable offer would send package ups next day morning detail could given wish please contact koutdhiramahiramedu douglas kou hiram college email address koutdhiramahiramedu,6
newsgroups miscforsalemiscforsalecomputersumrstudentforsale path cantaloupesrvcscmuedumagnesiumclubcccmuedunewsseicmueducisohiostateeduzaphodmpsohiostateedumoeksuksueduusenetfeedumredudcassen dcassencsumredu daniel cassen subject sale date sun apr gmt nntppostinghost mcsdcsumredu distribution usa organization university missouri rolla sender cnewsumredu umr usenet news post originator dcassenmcsdcsumredu messageid aprumredu line sale trident meg video card x color dollar best offer email dcassenmcsdcsumredu,3
path cantaloupesrvcscmuedurochesterudelgatechhowlandrestonansnetnocnearnetuunetthehulkmunroe munroedmccom dick munroe newsgroups miscforsalecomputersmiscforsale subject repost tape drive mm mm sale messageid aprdmccom date apr est reference aprdmccom aprdmccom organization doyle munroe consultant inc hudson line acorn software inc tape drive currently used vms system sale scsi tape drive working condition wangdat mm wangdat mm compression sale pending exabyte mm sale pending plus shipping cod certified check please unit sold without warrantee contact youre interested dick munroe internet munroedmccom doyle munroe consultant inc uucp uunetthehulkmunroe cox st office hudson fax get connected send mail infodmccom find dmconnection,1
"xref cantaloupesrvcscmuedu miscforsale miscforsalecomputersother path cantaloupesrvcscmuedurochesterudelgatechemoryogicsenetnewsnwnetnetnewsuwashingtoneducarsonuwashingtoneduscalawag scalawagcarsonuwashingtonedu keith frederick newsgroups uwforsaleuwashforsalemiscforsalemiscforsalecomputersotherseattleforsalepnwforsale subject loaded apple e system sale summary apple e w drive drive etc sale messageid rfbminnnmshelleyuwashingtonedu date apr gmt articleid shelleyrfbminnnm distribution usa organization university washington seattle line nntppostinghost carsonuwashingtonedu apple e system sale apple e enhanced c cpu wk motherboard apple extended column card expands memory k total floppy drive apple disk apple controller card floppy drive apple unidisk apple controller card apple monochrome monitor apple super serial card baud external modem original documentation prodos do system software talk cheap communication software original w doc isys forth original w doc figforth w original doc super sunday footbal game (original w/ docs) tsushima game (original w/ docs) books: 6502 system programming, apple graphic arcade game design, apple machine language beginners. --- $250 (shipping probably $20-$30 more) questions, please e-mail. reasonable offer considered. ________________________________________________________________________ | | | | keith r. frederick | happiness moral purpose. | | (206)285-1576 | see dr. fu manchu, kill him! | | scalawag@carson.u.washington.edu | reason absolute. | | number, free man!|-------------------------------------| | cis: 73760,3521 uwid: 8722277 | ::: road cornell. ::: | |__________________________________|_____________________________________|",1
path cantaloupesrvcscmueducrabapplesrvcscmuedufsececmuedueuropaenggtefsdcomhowlandrestonansnetzaphodmpsohiostateedumalgudioarnetnewsysuedupsuvmguf organization penn state university date thu apr edt gufpsuvmpsuedu messageid gufpsuvmpsuedu newsgroups miscforsale subject tandy wp word processor sale line tandy wp wordprocessor sale k due k due ram disk word processing program word spell checker thesaurus thin weighs lb take aa battery alkaline nicad rechargable us ac adapter cluded full size qwerty keyboard character line lcd screen also telcom program allows transfer file ibmpc null modem cable shareware transfer program also included pin serial port parallel printer port tape recorder file save port telcom program also modem included access service like compuserve great unit high school college student write paper report come original manual get plus shipping cod charge send email inquiry gilbert j gall internet gufpsuvmpsuedu penn state university old botany bldg phone office university park pa ________________________________________________________,4
"xref cantaloupesrvcscmuedu miscforsale miscforsalecomputersother newsgroups uwforsaleuwashforsalemiscforsalemiscforsalecomputersotherseattleforsalepnwforsale path cantaloupesrvcscmuedurochesterudelgatecheegatechedujbell jbelleecomgatechedu jb subject sony watchman messageid apreegatechedu sender newseegatechedu organization computer engineering group georgia tech atlanta ga distribution usa date mon apr gmt line sony bw watchman tv sony bw inch tv excellent condition used much thus selling get great reception sell new asking small enough xx carry around anywhere please email jbelleecomgatechedu ----------- john t. bell georgia institute technology school electrical engineering atlanta, ga 30332-0250 e-mail: jbell@eecom.gatech.edu",0
"xref cantaloupesrvcscmuedu miscforsale miscforsalecomputersother newsgroups uwforsaleuwashforsalemiscforsalemiscforsalecomputersotherseattleforsalepnwforsale path cantaloupesrvcscmuedurochesterudelgatecheegatechedujbell jbelleecomgatechedu jb subject word perfect offer messageid apreegatechedu sender newseegatechedu organization computer engineering group georgia tech atlanta ga distribution usa date mon apr gmt line word perfect v mac brand new copy word perfect latest release used still shrink wrap student version upgradable newer version sell would like get please email jbelleecomgatechedu ---------- john t. bell georgia institute technology school electrical engineering atlanta, ga 30332-0250 e-mail: jbell@eecom.gatech.edu",8
path cantaloupesrvcscmueducrabapplesrvcscmuedufsececmuedueuropaenggtefsdcomhowlandrestonansnetnocnearnetuunetcompvuwacnznewshostwccgovtnzkosmoswccgovtnzcheungd cheungdkosmoswccgovtnz newsgroups miscforsale subject wanted transformer toy date apr gmt organization wellington city council public access wgtn nz line messageid rninndgolemwccgovtnz replyto cheungdkosmoswccgovtnz nntppostinghost kosmoswccgovtnz hey collection interested buying good condition particularly interested older exotic model eg five transformer one etc looking paying around depending upon model size original cost etc also pay airmail postage packing also happy buy old scifi related toy eg robot rocketships micronauts etc one catch live new zealand willing post item hop someone help cheer darren,5
newsgroups miscforsale path cantaloupesrvcscmuedumagnesiumclubcccmuedunewsseicmueducisohiostateeduzaphodmpsohiostateeduhowlandrestonansnetnocnearnetileafleafusagiza gizahqileafcom jim giza x subject house sale sandwich messageid cfebrhqileafcom sender usenethqileafcom nntppostinghost cheops replyto gizahqileafcom jim giza x organization interleaf inc distribution usa date mon apr gmt line sale owner also builder contemporary cape house located sandwich three bedroom two bath one car oversized garage large eatin kitchen cathedral ceiling back living room deck kitchen dining room sq ft sq ft living space full walkout basement creative financing possibility contact peg moore ron nordstrom,0
newsgroups miscforsale path cantaloupesrvcscmueducrabapplesrvcscmuedufsececmuedueuropaenggtefsdcomhowlandrestonansnetwuposteclnewswueesusan susanwueewustledu susan castleman subject test messageid aprwueclwustledu sender usenetwueclwustledu news administrator nntppostinghost wuee organization washington university st louis mo distribution stl date wed apr gmt line test thanks,8
xref cantaloupesrvcscmuedu miscforsale miscforsalecomputersmac newsgroups miscforsalemiscforsalecomputersmiscforsalecomputersmac path cantaloupesrvcscmueducrabapplesrvcscmuedufsececmuedueuropaenggtefsdcomhowlandrestonansnetzaphodmpsohiostateeduuwmeducaenuvaarpamurdochholmesaccvirginiaeduatg atgholmesaccvirginiaedu adrian gibson subject dayna etherprint adapter messageid cvvnjegmurdochaccvirginiaedu originator atgholmesaccvirginiaedu sender usenetmurdochaccvirginiaedu organization university virginia distribution usa date thu apr gmt line two brand new dayna etherprint adapter baset sale convert ethertalk localtalk useful wanting hook localtalk network printer ethertalkbaset network sell mac warehouse take guaranteed email response atgvirginiaedu todd gibson,5
newsgroups recgamesvideomarketplacemiscforsale path cantaloupesrvcscmueducrabapplesrvcscmuedufsececmuedueuropaenggtefsdcomhowlandrestonansnetzaphodmpsohiostateeduuwmedulinacattcbnewskmkawecki mkaweckicbnewskcbattcom michaelkawecki subject turbo grafx w game sale organization att distribution na date thu apr gmt messageid cvylshocbnewskcbattcom followupto poster line base unit controller cable hookup game kieth courage legenary axe fantasy zone victory run wrestling challenge blazing laser military madness bloody wolf asking ship cod call mike day eve,7
newsgroups recgamesvideomarketplacemiscforsale path cantaloupesrvcscmueducrabapplesrvcscmuedubbandrewcmuedunewsseicmueducisohiostateedupacificmpsohiostateedulinacattcbnewskmkawecki mkaweckicbnewskcbattcom michaelkawecki subject coleco unit wgames sale organization att distribution na date thu apr gmt messageid cvzbghglcbnewskcbattcom followupto poster line selling coleco base unit controller atari game adapter play atari game game m pac man smurfs etc ship cod price make offer call cheryl day eve,7
newsgroups miscforsale path cantaloupesrvcscmueducrabapplesrvcscmuedufsececmuedueuropaenggtefsdcomhowlandrestonansnetbogussuranetnewsfeedpeachneteduumnedudialupslipgwumnedumiked mike diack mikedstafftcumnedu subject electronic component etc messageid cvzppwnewscisumnedu xxxmessageid afddfdialupslipgwumnedu xxxdate fri apr gmt sender newsnewscisumnedu usenet news administration nntppostinghost dialupslipgwumnedu organization persian cat carpet co xuseragent nuntius vd reference cvjmvnewscisumnedu date thu apr gmt line said cipher tape drive silly boy zillion message like include shipping scsi rom version work maximegalon gargantuabrain ok deal live twin city email set time sure drop round grab one tenner else min order drive shipping guarantee good purpose look newish clean technical negotiation model floppytape part revision pin floppy style connector back else go bin life short extended negotiation item cheer mike,1
path cantaloupesrvcscmuedurochesterudelgatechprismgtb gtbprismgatechedu michael davis smith newsgroups gitadsmiscforsale subject airline ticket sale messageid hydragatechedu date apr gmt followupto gitads distribution usa organization georgia institute technology line airline ticket ata cincinnati friend one ticket atlanta cin oh one seat economy class delta ticket return half round trip currently woman name need fly back need sell ticket flyer would go standby ticket dated asking posting friend please email response instead contact rick michael davis smith georgia institute technology atlanta georgia uucp decvaxhplabsncarpurduerutgersgatechprismgtb internet gtbprismgatechedu,6
"xref cantaloupesrvcscmuedu miscforsalecomputersother miscforsale miscforsalecomputersmac miscforsalecomputerspcclone miscforsalecomputersworkstation compsysmacwanted compsysmachardware compsysibmpchardware compsysibmpcmisc compsysibmpshardware compsysnexthardware compsysnextmarketplace compsysnextmisc compsyssunwanted path cantaloupesrvcscmuedudasnewsharvardedunocnearnethowlandrestonansnetgatechenterpoopmitedusenatorbedfellowmiteduathenamiteduwdempsey wdempseyathenamitedu wayne r dempsey newsgroups miscforsalecomputersotherathenaforsalemiscforsalemiscforsalecomputersmacmiscforsalecomputerspcclonemiscforsalecomputersworkstationcompsysmacwantedcompsysmachardwarecompsysibmpchardwarecompsysibmpcmisccompsysibmpshardwarecompsysnexthardwarecompsysnextmarketplacecompsysnextmisccompsyssunwanted subject computer equipment garage sale date apr gmt organization massachusetts institute technology line distribution usa messageid rflinnosisenatorbedfellowmitedu nntpposting-host: venus.mit.edu computer equipment garage sale: finally decided clean closet get rid stuff broken used me. put together list indicated think item worth. estimate, open offers, including trades. currently looking cd-rom work mac cd rom player cd caddies, hd floppy disks, used macintosh software, 387-33mhz co-processor, basically anything lying around (cans soup, neighbor's cat, etc...) make offer, offer overlooked... really want get rid stuff... ok, here's list: 52 meg 3.5"" scsi hard drive. conner model #cp-3150. bought guy swap meet use macintosh. unfortunately, can't seem get work scsi controller computer. guy tested pc, printed copy norton disk doctor report say bad sectors. (i'll send copy) dumb enough get phone number, can't return him. drive many jumper it, (which know set) maybe that's problem. quite disappointed work trying minimize losses. ~$45 52 meg 3.5"" scsi hard drive. conner model #cp-3150. situation above. bought drive guy. despite different model number exact drive. report ndd (i one drive) included. ~$45 40 meg sony 3.5"" scsi hard drive. sony model #srd2040a. drive mechanism completely trashed. hard drive computer (mac se) stiction problem. well, repeated banging side computer resulted head crash (yes, metal scraping metal) pleasant listen to. still scsi controller card good working order, used parts, project. ~$20 65 meg seagate 5.25"" hh scsi hard drive. model #st-277n. originally bought drive, small stiction problem, though could fix it. well determined drive mechanism fine, controller problem. (motor controller sending proper signals.) well, taking controller drive, looking it, putting back together, realized accidentally severed one small flat cable connect drive controller. tried solder it, good soldering it. worked perfectly messed up. used temporary drive sony (above) crashed me. also loaded drive twenty mac applications, worth well $1000. (claris cad, m word 5.0, think c, excel, many others) think need resoldering cable. also get software drive. (if accept pirate) ask delete data file drive. really angry broke connection, fix it. time play more. ~$65 at&t isdn 7500 modem. use digital phone systems. know would like technical information it, let know. tech document it. supposed thing at&t digital phone, without phone part. seems working order (passes self test perfectly ok). idea worth... let know interested. motorola 68881 coprocessor. tested one yet, anyone interested get tested out, make sure works. trouble using accelerator board, spoke manufacturer board found used without another controller chip. looking around buy one new, price around $100. guarantee work. ~$65 cga card. half-length. 8-bit. working last time checked (although think using bad monitor) ~$5 5.25"" 360k floppy drive. ibm drive type 1355. guaranteed work, took pc, working! ~$25 5.25"" 360k floppy drive. toshiba model number nd-08de-a. guaranteed work. came pc above. ~$25 5.25"" floppy drives. can't guarantee work. even know low high density drives. method testing them. panasonic model number: ju-455-5 acg. there's another number it: 2626-361723. panasonic model number: ju-475-2 agg. there's also another number it: h3649-101457 toshiba model number nd-08de. virtually identical one above. drive ~$10 3.5"" ps/2 drive. thing proprietary, can't test it, think works. sure high density low density, suppose someone looking one would know. model number dfl413c04a. think thing expensive replace. ~$35 mfm hard drive controller cards. got three these, way testing them. two 8-bit cards, one sixteen bit card floppy controller built in. ~$10 8-bits ~$15 16-bit card w/floppy. interesting cable. seems convert vga plug ega plug. is, standard nine-pin vga 15 pin. made hewlett packard. part no. d1181-80020 ~$10 sold stuff like before, huge success, many satisfied people trading bartering stuff need anymore. usually ship u.s. postal service (haven't problem yet) shipping cost split negotiated. well, that's folks. said before, offer refused. convince give ocit instead throwing out, try! hate throw away stuff... -wayne wdempsey@athena.mit.edu (617)-225-9349",1
